time;CH1;CH2
0.3936;6.4;2.08
0.394;6.4;2.08
0.3944;6.4;2.08
0.3948;6.4;2.08
0.3952;6.4;2.08
0.3956;6.4;2.08
0.396;6.6;2.08
0.3964;6.6;2.08
0.3968;6.4;2.08
0.3972;6.4;2.08
0.3976;6.4;2.08
0.398;6.6;2.08
0.3984;6.6;2.08
0.3988;6.4;2.08
0.3992;6.4;2
0.3996;6.6;2.08
0.4;6.4;2.08
0.4004;6.4;2.08
0.4008;6.6;2
0.4012;6.6;2.08
0.4016;6.6;2.08
0.402;6.6;2.08
0.4024;6.6;2.08
0.4028;6.6;2.08
0.4032;6.6;2.08
0.4036;6.6;2
0.404;6.6;2
0.4044;6.6;2.08
0.4048;6.6;2.08
0.4052;6.6;2.08
0.4056;6.6;2.08
0.406;6.6;2.08
0.4064;6.6;2.08
0.4068;6.6;2.08
0.4072;6.6;2.08
0.4076;6.8;2
0.408;6.6;2.08
0.4084;6.6;2.08
0.4088;6.8;2.08
0.4092;6.6;2.08
0.4096;6.8;2.08
0.41;6.8;2.08
0.4104;6.6;2.08
0.4108;6.8;2.08
0.4112;6.6;2.08
0.4116;6.8;2.08
0.412;6.8;2.08
0.4124;6.8;2.08
0.4128;6.8;2.08
0.4132;6.8;2.08
0.4136;6.8;2.08
0.414;6.8;2.08
0.4144;6.8;2
0.4148;6.8;2
0.4152;6.8;2.08
0.4156;6.8;2.08
0.416;6.8;2.08
0.4164;6.8;2.08
0.4168;6.8;2.08
0.4172;6.8;2.08
0.4176;6.8;2.08
0.418;6.8;2.08
0.4184;6.8;2.08
0.4188;6.8;2.08
0.4192;6.8;2.08
0.4196;6.8;2.08
0.42;6.8;2.08
0.4204;6.8;2.08
0.4208;6.8;2.16
0.4212;6.8;2.08
0.4216;6.8;2.08
0.422;6.8;2.08
0.4224;6.8;2.16
0.4228;6.8;2.16
0.4232;6.8;2.08
0.4236;7;2.16
0.424;6.8;2.08
0.4244;7;2.16
0.4248;7;2.08
0.4252;7;2.16
0.4256;6.8;2.08
0.426;7;2.08
0.4264;7;2.08
0.4268;7;2.08
0.4272;7;2.08
0.4276;6.8;2.08
0.428;7;2.16
0.4284;7;2.16
0.4288;7;2.16
0.4292;7;2.08
0.4296;7.2;2.16
0.43;7;2.08
0.4304;7;2.08
0.4308;7;2.16
0.4312;7;2.08
0.4316;7;2.08
0.432;7;2.08
0.4324;7;2.08
0.4328;7;2.16
0.4332;7;2.08
0.4336;7;2.08
0.434;7;2.08
0.4344;7.2;2.16
0.4348;7.2;2.16
0.4352;7;2.08
0.4356;7.2;2.08
0.436;7.2;2.16
0.4364;7.2;2.08
0.4368;7;2.08
0.4372;7;2.16
0.4376;7.2;2.16
0.438;7.2;2.08
0.4384;7.2;2.16
0.4388;7.2;2.16
0.4392;7.2;2.08
0.4396;7.2;2.08
0.44;7.2;2.16
0.4404;7.2;2.16
0.4408;7.2;2.08
0.4412;7.2;2.08
0.4416;7.2;2.08
0.442;7.2;2.08
0.4424;7.2;2.16
0.4428;7.2;2.08
0.4432;7.2;2.08
0.4436;7.2;2.08
0.444;7.2;2.16
0.4444;7.4;2.16
0.4448;7.4;2.16
0.4452;7.4;2.16
0.4456;7.4;2.16
0.446;7.2;2.08
0.4464;7.2;2.08
0.4468;7.2;2.08
0.4472;7.4;2.16
0.4476;7.4;2.08
0.448;7.4;2.16
0.4484;7.2;2.08
0.4488;7.4;2.16
0.4492;7.4;2.16
0.4496;7.4;2.08
0.45;7.2;2.08
0.4504;7.4;2.08
0.4508;7.4;2.16
0.4512;7.4;2.16
0.4516;7.4;2.16
0.452;7.4;2.08
0.4524;7.4;2.08
0.4528;7.4;2.16
0.4532;7.4;2.16
0.4536;7.4;2.16
0.454;7.4;2.08
0.4544;7.4;2.16
0.4548;7.6;2.16
0.4552;7.4;2.16
0.4556;7.4;2.16
0.456;7.4;2.16
0.4564;7.4;2.16
0.4568;7.4;2.16
0.4572;7.4;2.16
0.4576;7.6;2.16
0.458;7.6;2.16
0.4584;7.4;2.16
0.4588;7.6;2.16
0.4592;7.6;2.08
0.4596;7.6;2.08
0.46;7.6;2.16
0.4604;7.6;2.08
0.4608;7.6;2.16
0.4612;7.6;2.16
0.4616;7.6;2.16
0.462;7.6;2.08
0.4624;7.6;2.08
0.4628;7.6;2.16
0.4632;7.6;2.16
0.4636;7.6;2.16
0.464;7.6;2.16
0.4644;7.6;2.16
0.4648;7.6;2.16
0.4652;7.6;2.08
0.4656;7.6;2.08
0.466;7.6;2.16
0.4664;7.6;2.16
0.4668;7.6;2.16
0.4672;7.6;2.16
0.4676;7.6;2.16
0.468;7.6;2.08
0.4684;7.6;2.08
0.4688;7.6;2.16
0.4692;7.6;2.08
0.4696;7.6;2.08
0.47;7.6;2.08
0.4704;7.6;2.08
0.4708;7.6;2.08
0.4712;7.6;2.08
0.4716;7.6;2.16
0.472;7.6;2.16
0.4724;7.6;2.16
0.4728;7.8;2.16
0.4732;7.6;2.08
0.4736;7.8;2.16
0.474;7.8;2.16
0.4744;7.8;2.16
0.4748;7.6;2.16
0.4752;7.6;2.16
0.4756;7.8;2.16
0.476;7.8;2.16
0.4764;7.8;2.08
0.4768;7.8;2.16
0.4772;7.8;2.16
0.4776;7.8;2.16
0.478;7.8;2.16
0.4784;7.8;2.16
0.4788;7.8;2.16
0.4792;7.8;2.16
0.4796;7.8;2.16
0.48;7.8;2.16
0.4804;7.8;2.16
0.4808;7.8;2.16
0.4812;7.8;2.16
0.4816;7.8;2.16
0.482;8;2.16
0.4824;8;2.16
0.4828;7.8;2.16
0.4832;7.8;2.16
0.4836;7.8;2.16
0.484;7.8;2.08
0.4844;8;2.16
0.4848;8;2.16
0.4852;8;2.08
0.4856;8;2.16
0.486;8;2.16
0.4864;8;2.16
0.4868;8;2.16
0.4872;8;2.16
0.4876;8;2.16
0.488;8;2.08
0.4884;8;2.16
0.4888;8;2.16
0.4892;8;2.16
0.4896;8;2.16
0.49;8;2.16
0.4904;8;2.16
0.4908;8;2.08
0.4912;8;2.16
0.4916;8;2.16
0.492;8;2.16
0.4924;8;2.16
0.4928;8;2.16
0.4932;8;2.08
0.4936;8;2.16
0.494;8;2.16
0.4944;8;2.16
0.4948;8;2.16
0.4952;8.2;2.16
0.4956;8;2.16
0.496;8.2;2.16
0.4964;8.2;2.16
0.4968;8.2;2.08
0.4972;8.2;2.16
0.4976;8.2;2.16
0.498;8.2;2.16
0.4984;8.2;2.16
0.4988;8.2;2.08
0.4992;8.2;2.16
0.4996;8.2;2.16
0.5;8.2;2.16
0.5004;8.2;2.16
0.5008;8.2;2.16
0.5012;8.2;2.16
0.5016;8.2;2.16
0.502;8.2;2.16
0.5024;8.2;2.16
0.5028;8.2;2.16
0.5032;8.2;2.16
0.5036;8.2;2.16
0.504;8.2;2.16
0.5044;8.2;2.16
0.5048;8.2;2.16
0.5052;8.2;2.16
0.5056;8.2;2.16
0.506;8.2;2.16
0.5064;8.2;2.16
0.5068;8.2;2.16
0.5072;8.4;2.08
0.5076;8.2;2.16
0.508;8.4;2.16
0.5084;8.4;2.16
0.5088;8.4;2.16
0.5092;8.4;2.16
0.5096;8.4;2.16
0.51;8.4;2.16
0.5104;8.4;2.16
0.5108;8.2;2.16
0.5112;8.4;2.16
0.5116;8.4;2.16
0.512;8.4;2.16
0.5124;8.4;2.16
0.5128;8.4;2.16
0.5132;8.4;2.16
0.5136;8.4;2.16
0.514;8.4;2.16
0.5144;8.4;2.16
0.5148;8.4;2.16
0.5152;8.4;2.16
0.5156;8.4;2.16
0.516;8.4;2.16
0.5164;8.4;2.16
0.5168;8.4;2.16
0.5172;8.4;2.16
0.5176;8.4;2.16
0.518;8.6;2.16
0.5184;8.4;2.16
0.5188;8.6;2.16
0.5192;8.4;2.16
0.5196;8.6;2.16
0.52;8.4;2.16
0.5204;8.6;2.16
0.5208;8.6;2.16
0.5212;8.4;2.08
0.5216;8.6;2.16
0.522;8.6;2.16
0.5224;8.6;2.16
0.5228;8.6;2.08
0.5232;8.6;2.16
0.5236;8.6;2.16
0.524;8.6;2.16
0.5244;8.6;2.16
0.5248;8.6;2.16
0.5252;8.8;2.16
0.5256;8.6;2.24
0.526;8.6;2.16
0.5264;8.6;2.16
0.5268;8.6;2.16
0.5272;8.6;2.24
0.5276;8.6;2.16
0.528;8.6;2.16
0.5284;8.6;2.16
0.5288;8.6;2.16
0.5292;8.6;2.16
0.5296;8.8;2.16
0.53;8.6;2.24
0.5304;8.8;2.16
0.5308;8.8;2.16
0.5312;8.6;2.08
0.5316;8.6;2.16
0.532;8.6;2.16
0.5324;8.8;2.16
0.5328;8.8;2.16
0.5332;8.8;2.16
0.5336;8.8;2.16
0.534;8.8;2.16
0.5344;8.8;2.16
0.5348;8.8;2.16
0.5352;8.8;2.16
0.5356;8.8;2.08
0.536;8.8;2.16
0.5364;8.8;2.16
0.5368;8.8;2.16
0.5372;8.8;2.16
0.5376;8.8;2.16
0.538;8.8;2.16
0.5384;8.8;2.16
0.5388;8.8;2.16
0.5392;8.8;2.16
0.5396;8.8;2.16
0.54;8.8;2.16
0.5404;8.8;2.16
0.5408;8.8;2.16
0.5412;8.8;2.16
0.5416;8.8;2.16
0.542;8.8;2.16
0.5424;8.8;2.16
0.5428;9;2.16
0.5432;8.8;2.16
0.5436;8.8;2.16
0.544;8.8;2.16
0.5444;8.8;2.16
0.5448;9;2.16
0.5452;8.8;2.16
0.5456;9;2.16
0.546;9;2.16
0.5464;8.8;2.16
0.5468;9;2.08
0.5472;9;2.16
0.5476;9;2.16
0.548;9;2.16
0.5484;9;2.16
0.5488;9;2.08
0.5492;9;2.08
0.5496;9;2.16
0.55;9;2.16
0.5504;9;2.16
0.5508;9.2;2.16
0.5512;9;2.16
0.5516;9;2.16
0.552;9;2.16
0.5524;9;2.08
0.5528;9;2.16
0.5532;9;2.08
0.5536;9;2.16
0.554;9;2.16
0.5544;9;2.16
0.5548;9;2.16
0.5552;9;2.16
0.5556;9;2.08
0.556;9;2.16
0.5564;9;2.16
0.5568;9;2.16
0.5572;9.2;2.08
0.5576;9.2;2.16
0.558;9;2.08
0.5584;9;2.16
0.5588;9.2;2.16
0.5592;9.2;2.08
0.5596;9.2;2.08
0.56;9.2;2.08
0.5604;9.2;2.16
0.5608;9.2;2.08
0.5612;9.2;2.08
0.5616;9.2;2.08
0.562;9.2;2.08
0.5624;9.2;2.08
0.5628;9.4;2.08
0.5632;9.2;2.08
0.5636;9.2;2
0.564;9.2;2
0.5644;9.2;2.08
0.5648;9.2;2
0.5652;9.2;2
0.5656;9.2;2
0.566;9.2;2
0.5664;9.2;2
0.5668;9.4;2
0.5672;9.2;2
0.5676;9.2;1.92
0.568;9.2;1.92
0.5684;9.4;1.92
0.5688;9.4;1.84
0.5692;9.2;1.92
0.5696;9.4;1.84
0.57;9.4;1.84
0.5704;9.4;1.84
0.5708;9.4;1.76
0.5712;9.4;1.76
0.5716;9.4;1.68
0.572;9.4;1.68
0.5724;9.4;1.6
0.5728;9.2;1.6
0.5732;9.2;1.52
0.5736;9.4;1.28
0.574;9.4;1.2
0.5744;9.4;0.8
0.5748;9.4;0.48
0.5752;9.4;0.24
0.5756;9.4;-0.08
0.576;9.4;-0.32
0.5764;9.4;-0.56
0.5768;9.4;-0.96
0.5772;9.4;-1.52
0.5776;9.4;-1.76
0.578;9.4;-2
0.5784;9.4;-2.08
0.5788;9.4;-2.08
0.5792;9.6;-2.08
0.5796;9.4;-2
0.58;9.4;-1.92
0.5804;9.4;-1.84
0.5808;9.4;-1.76
0.5812;9.6;-1.6
0.5816;9.4;-1.44
0.582;9.6;-1.36
0.5824;9.6;-1.28
0.5828;9.4;-1.12
0.5832;9.6;-1.04
0.5836;9.6;-0.96
0.584;9.6;-0.88
0.5844;9.6;-0.72
0.5848;9.6;-0.64
0.5852;9.6;-0.48
0.5856;9.6;-0.4
0.586;9.6;-0.32
0.5864;9.6;-0.24
0.5868;9.6;-0.16
0.5872;9.6;-0.08
0.5876;9.6;0
0.588;9.6;0.08
0.5884;9.6;0.16
0.5888;9.6;0.24
0.5892;9.6;0.24
0.5896;9.6;0.4
0.59;9.6;0.4
0.5904;9.6;0.48
0.5908;9.6;0.56
0.5912;9.6;0.56
0.5916;9.6;0.64
0.592;9.6;0.72
0.5924;9.6;0.72
0.5928;9.8;0.8
0.5932;9.8;0.8
0.5936;9.8;0.88
0.594;9.6;0.88
0.5944;9.6;0.96
0.5948;9.6;1.04
0.5952;9.6;1.04
0.5956;9.8;1.12
0.596;9.6;1.12
0.5964;9.6;1.12
0.5968;9.6;1.12
0.5972;9.8;1.2
0.5976;9.8;1.2
0.598;9.8;1.28
0.5984;9.8;1.28
0.5988;9.8;1.28
0.5992;9.8;1.36
0.5996;9.8;1.36
0.6;9.8;1.44
0.6004;9.8;1.44
0.6008;9.8;1.44
0.6012;9.8;1.52
0.6016;9.8;1.44
0.602;9.8;1.52
0.6024;9.8;1.52
0.6028;9.8;1.52
0.6032;9.8;1.52
0.6036;9.8;1.52
0.604;9.8;1.6
0.6044;9.8;1.6
0.6048;9.8;1.68
0.6052;9.8;1.6
0.6056;9.8;1.68
0.606;9.8;1.68
0.6064;10;1.68
0.6068;9.8;1.68
0.6072;9.8;1.68
0.6076;10;1.76
0.608;10;1.76
0.6084;10;1.76
0.6088;10;1.76
0.6092;10;1.76
0.6096;9.8;1.76
0.61;10;1.76
0.6104;10;1.84
0.6108;10;1.76
0.6112;10;1.92
0.6116;10;1.84
0.612;10;1.84
0.6124;10;1.92
0.6128;10;1.92
0.6132;10;1.84
0.6136;10;1.92
0.614;10;1.92
0.6144;10;1.92
0.6148;10;1.84
0.6152;10;1.92
0.6156;10;1.92
0.616;10;1.92
0.6164;10;1.92
0.6168;10.2;1.92
0.6172;10.2;1.92
0.6176;10;1.92
0.618;10.2;2
0.6184;10.2;1.92
0.6188;10;1.92
0.6192;10.2;1.92
0.6196;10;2
0.62;10.2;2
0.6204;10;1.92
0.6208;10.2;2
0.6212;10.2;2
0.6216;10.2;2
0.622;10.2;2
0.6224;10;2
0.6228;10.2;2
0.6232;10.2;2
0.6236;10.2;2
0.624;10.2;2
0.6244;10.2;2.08
0.6248;10.2;2
0.6252;10.2;2
0.6256;10.2;2
0.626;10.2;2
0.6264;10.2;2.08
0.6268;10.2;2.08
0.6272;10.2;2.08
0.6276;10.2;2
0.628;10.2;2.16
0.6284;10.2;2.16
0.6288;10.2;2.16
0.6292;10.4;2.16
0.6296;10.4;2.08
0.63;10.4;2.08
0.6304;10.2;2.08
0.6308;10.2;2.08
0.6312;10.2;2.08
0.6316;10.2;2.08
0.632;10.2;2.08
0.6324;10.4;2.08
0.6328;10.4;2.08
0.6332;10.2;2.16
0.6336;10.4;2.08
0.634;10.4;2.08
0.6344;10.4;2.08
0.6348;10.4;2.16
0.6352;10.4;2.08
0.6356;10.4;2.08
0.636;10.4;2.08
0.6364;10.4;2.08
0.6368;10.4;2.08
0.6372;10.4;2.08
0.6376;10.4;2.08
0.638;10.6;2.08
0.6384;10.4;2.08
0.6388;10.4;2.16
0.6392;10.6;2.08
0.6396;10.4;2.16
0.64;10.4;2.08
0.6404;10.4;2.16
0.6408;10.4;2.08
0.6412;10.4;2.16
0.6416;10.4;2.08
0.642;10.4;2.08
0.6424;10.6;2.08
0.6428;10.6;2.08
0.6432;10.6;2.16
0.6436;10.6;2.16
0.644;10.6;2.16
0.6444;10.4;2.08
0.6448;10.4;2.16
0.6452;10.6;2.16
0.6456;10.6;2.16
0.646;10.6;2.16
0.6464;10.6;2.16
0.6468;10.6;2.16
0.6472;10.6;2.16
0.6476;10.6;2.16
0.648;10.6;2.16
0.6484;10.6;2.16
0.6488;10.6;2.16
0.6492;10.6;2.16
0.6496;10.6;2.16
0.65;10.6;2.16
0.6504;10.6;2.16
0.6508;10.6;2.16
0.6512;10.6;2.16
0.6516;10.8;2.16
0.652;10.6;2.16
0.6524;10.6;2.16
0.6528;10.8;2.16
0.6532;10.6;2.16
0.6536;10.6;2.16
0.654;10.8;2.16
0.6544;10.6;2.16
0.6548;10.8;2.16
0.6552;10.6;2.16
0.6556;10.8;2.16
0.656;10.6;2.16
0.6564;10.8;2.16
0.6568;10.8;2.16
0.6572;10.8;2.16
0.6576;10.8;2.16
0.658;10.8;2.16
0.6584;10.8;2.16
0.6588;10.8;2.16
0.6592;10.8;2.16
0.6596;10.8;2.16
0.66;10.8;2.16
0.6604;10.8;2.16
0.6608;10.8;2.16
0.6612;10.8;2.16
0.6616;10.8;2.16
0.662;10.8;2.16
0.6624;10.8;2.16
0.6628;11;2.16
0.6632;10.8;2.16
0.6636;11;2.24
0.664;10.8;2.16
0.6644;11;2.16
0.6648;11;2.16
0.6652;10.8;2.16
0.6656;11;2.16
0.666;10.8;2.24
0.6664;10.8;2.16
0.6668;11;2.16
0.6672;11;2.16
0.6676;11;2.16
0.668;11;2.16
0.6684;11;2.16
0.6688;11;2.16
0.6692;11;2.16
0.6696;11;2.16
0.67;11;2.16
0.6704;11;2.16
0.6708;11;2.16
0.6712;11;2.16
0.6716;11;2.16
0.672;11;2.16
0.6724;11;2.16
0.6728;11;2.24
0.6732;11;2.16
0.6736;11;2.16
0.674;11;2.16
0.6744;11;2.16
0.6748;11;2.16
0.6752;11;2.16
0.6756;11;2.16
0.676;11;2.24
0.6764;11;2.16
0.6768;11;2.24
0.6772;11;2.24
0.6776;11;2.16
0.678;11;2.24
0.6784;11;2.24
0.6788;11;2.16
0.6792;11.2;2.24
0.6796;11.2;2.24
0.68;11;2.16
0.6804;11;2.24
0.6808;11.2;2.24
0.6812;11.2;2.24
0.6816;11.2;2.16
0.682;11.2;2.24
0.6824;11;2.24
0.6828;11.2;2.16
0.6832;11.2;2.24
0.6836;11.2;2.24
0.684;11.2;2.24
0.6844;11.2;2.16
0.6848;11.2;2.16
0.6852;11.2;2.16
0.6856;11;2.16
0.686;11.2;2.24
0.6864;11.2;2.24
0.6868;11.2;2.24
0.6872;11.2;2.16
0.6876;11.2;2.16
0.688;11.2;2.16
0.6884;11.2;2.16
0.6888;11.2;2.24
0.6892;11.2;2.16
0.6896;11.4;2.16
0.69;11.4;2.16
0.6904;11.4;2.16
0.6908;11.2;2.16
0.6912;11.4;2.16
0.6916;11.2;2.16
0.692;11.2;2.24
0.6924;11.4;2.16
0.6928;11.4;2.24
0.6932;11.4;2.24
0.6936;11.4;2.16
0.694;11.4;2.24
0.6944;11.4;2.24
0.6948;11.4;2.24
0.6952;11.4;2.24
0.6956;11.4;2.24
0.696;11.4;2.16
0.6964;11.4;2.24
0.6968;11.4;2.16
0.6972;11.4;2.24
0.6976;11.4;2.16
0.698;11.4;2.16
0.6984;11.4;2.24
0.6988;11.4;2.24
0.6992;11.4;2.16
0.6996;11.6;2.16
0.7;11.4;2.16
0.7004;11.4;2.24
0.7008;11.4;2.24
0.7012;11.6;2.24
0.7016;11.6;2.24
0.702;11.6;2.16
0.7024;11.6;2.16
0.7028;11.6;2.16
0.7032;11.6;2.16
0.7036;11.6;2.16
0.704;11.6;2.16
0.7044;11.6;2.24
0.7048;11.6;2.16
0.7052;11.6;2.24
0.7056;11.6;2.16
0.706;11.6;2.24
0.7064;11.6;2.24
0.7068;11.6;2.16
0.7072;11.6;2.16
0.7076;11.6;2.24
0.708;11.6;2.24
0.7084;11.6;2.16
0.7088;11.6;2.16
0.7092;11.6;2.16
0.7096;11.6;2.24
0.71;11.6;2.24
0.7104;11.6;2.24
0.7108;11.6;2.24
0.7112;11.6;2.24
0.7116;11.6;2.24
0.712;11.6;2.16
0.7124;11.6;2.24
0.7128;11.6;2.24
0.7132;11.6;2.24
0.7136;11.8;2.16
0.714;11.6;2.16
0.7144;11.6;2.16
0.7148;11.6;2.24
0.7152;11.6;2.16
0.7156;11.6;2.24
0.716;11.6;2.24
0.7164;11.6;2.16
0.7168;11.8;2.16
0.7172;11.8;2.24
0.7176;11.8;2.24
0.718;11.8;2.24
0.7184;11.8;2.16
0.7188;11.8;2.16
0.7192;11.6;2.16
0.7196;11.6;2.16
0.72;11.8;2.16
0.7204;11.8;2.16
0.7208;11.8;2.24
0.7212;11.8;2.24
0.7216;11.8;2.24
0.722;11.8;2.16
0.7224;11.8;2.16
0.7228;11.8;2.16
0.7232;11.8;2.16
0.7236;11.8;2.16
0.724;11.8;2.24
0.7244;11.8;2.16
0.7248;11.8;2.24
0.7252;11.8;2.16
0.7256;11.8;2.16
0.726;11.8;2.24
0.7264;12;2.24
0.7268;11.8;2.24
0.7272;12;2.16
0.7276;12;2.16
0.728;11.8;2.24
0.7284;12;2.24
0.7288;12;2.24
0.7292;11.8;2.24
0.7296;12;2.24
0.73;12;2.24
0.7304;12;2.24
0.7308;12;2.16
0.7312;12;2.16
0.7316;12;2.24
0.732;12;2.24
0.7324;12;2.24
0.7328;12;2.24
0.7332;12;2.24
0.7336;12;2.24
0.734;12;2.24
0.7344;12;2.24
0.7348;12;2.24
0.7352;12;2.16
0.7356;12;2.16
0.736;12;2.24
0.7364;12;2.16
0.7368;12.2;2.16
0.7372;12;2.24
0.7376;12;2.16
0.738;12;2.24
0.7384;12;2.16
0.7388;12;2.24
0.7392;12.2;2.24
0.7396;12.2;2.16
0.74;12.2;2.24
0.7404;12;2.24
0.7408;12.2;2.16
0.7412;12;2.16
0.7416;12.2;2.24
0.742;12;2.16
0.7424;12.2;2.24
0.7428;12.2;2.16
0.7432;12.2;2.24
0.7436;12.2;2.24
0.744;12.2;2.24
0.7444;12.2;2.24
0.7448;12.2;2.16
0.7452;12.2;2.16
0.7456;12.2;2.24
0.746;12.2;2.24
0.7464;12.2;2.16
0.7468;12.2;2.16
0.7472;12.2;2.16
0.7476;12.2;2.16
0.748;12.2;2.16
0.7484;12.2;2.24
0.7488;12.2;2.24
0.7492;12.2;2.16
0.7496;12.2;2.24
0.75;12.2;2.16
0.7504;12.2;2.24
0.7508;12.2;2.16
0.7512;12.2;2.24
0.7516;12.2;2.16
0.752;12.2;2.16
0.7524;12.4;2.16
0.7528;12.4;2.16
0.7532;12.4;2.16
0.7536;12.4;2.24
0.754;12.4;2.16
0.7544;12.4;2.16
0.7548;12.4;2.16
0.7552;12.4;2.16
0.7556;12.4;2.16
0.756;12.2;2.16
0.7564;12.4;2.16
0.7568;12.4;2.24
0.7572;12.4;2.16
0.7576;12.4;2.16
0.758;12.4;2.24
0.7584;12.4;2.16
0.7588;12.4;2.16
0.7592;12.4;2.16
0.7596;12.4;2.16
0.76;12.4;2.16
0.7604;12.4;2.16
0.7608;12.4;2.16
0.7612;12.4;2.16
0.7616;12.4;2.16
0.762;12.4;2.16
0.7624;12.4;2.24
0.7628;12.4;2.16
0.7632;12.4;2.16
0.7636;12.4;2.16
0.764;12.4;2.16
0.7644;12.4;2.24
0.7648;12.4;2.16
0.7652;12.6;2.16
0.7656;12.6;2.24
0.766;12.6;2.24
0.7664;12.6;2.24
0.7668;12.6;2.24
0.7672;12.4;2.16
0.7676;12.6;2.16
0.768;12.6;2.24
0.7684;12.6;2.24
0.7688;12.6;2.24
0.7692;12.6;2.16
0.7696;12.6;2.16
0.77;12.6;2.16
0.7704;12.6;2.16
0.7708;12.6;2.16
0.7712;12.6;2.16
0.7716;12.6;2.08
0.772;12.6;2.16
0.7724;12.6;2.16
0.7728;12.6;2.16
0.7732;12.6;2.24
0.7736;12.6;2.16
0.774;12.6;2.16
0.7744;12.8;2.16
0.7748;12.6;2.16
0.7752;12.6;2.16
0.7756;12.8;2.16
0.776;12.8;2.16
0.7764;12.6;2.16
0.7768;12.8;2.16
0.7772;12.8;2.16
0.7776;12.8;2.24
0.778;12.8;2.16
0.7784;12.8;2.16
0.7788;12.8;2.24
0.7792;12.6;2.24
0.7796;12.8;2.16
0.78;12.8;2.16
0.7804;12.8;2.16
0.7808;12.8;2.16
0.7812;12.8;2.16
0.7816;12.8;2.24
0.782;12.8;2.16
0.7824;12.8;2.16
0.7828;12.8;2.24
0.7832;12.8;2.24
0.7836;12.8;2.24
0.784;12.8;2.16
0.7844;13;2.16
0.7848;12.8;2.16
0.7852;13;2.24
0.7856;13;2.24
0.786;12.8;2.16
0.7864;13;2.16
0.7868;12.8;2.08
0.7872;12.8;2.16
0.7876;13;2.16
0.788;13;2.16
0.7884;13;2.16
0.7888;13;2.16
0.7892;12.8;2.16
0.7896;13;2.16
0.79;13;2.16
0.7904;13;2.16
0.7908;13;2.16
0.7912;12.8;2.16
0.7916;13;2.16
0.792;13;2.16
0.7924;13;2.16
0.7928;13;2.16
0.7932;13;2.16
0.7936;13;2.16
0.794;13;2.16
0.7944;13;2.16
0.7948;13;2.08
0.7952;13;2.16
0.7956;13;2.16
0.796;13;2.16
0.7964;13;2.16
0.7968;13;2.16
0.7972;13;2.16
0.7976;13;2.16
0.798;13;2.16
0.7984;13;2.16
0.7988;13.2;2.24
0.7992;13;2.16
0.7996;13;2.16
0.8;13;2.16
0.8004;13;2.16
0.8008;13;2.16
0.8012;13;2.16
0.8016;13.2;2.16
0.802;13.2;2.16
0.8024;13;2.08
0.8028;13.2;2.08
0.8032;13.2;2.08
0.8036;13.2;2.08
0.804;13.2;2.16
0.8044;13.2;2.08
0.8048;13.2;2.16
0.8052;13.2;2.08
0.8056;13.2;2.08
0.806;13.2;2.16
0.8064;13.2;2.16
0.8068;13.2;2.08
0.8072;13.2;2.08
0.8076;13.2;2.08
0.808;13.2;2.08
0.8084;13.2;2.08
0.8088;13.2;2.08
0.8092;13.2;2.08
0.8096;13.2;2.08
0.81;13.2;2
0.8104;13.2;2
0.8108;13.2;2
0.8112;13.2;2
0.8116;13.2;2
0.812;13.2;2
0.8124;13.4;2
0.8128;13.2;2
0.8132;13.4;2
0.8136;13.2;1.92
0.814;13.4;1.92
0.8144;13.2;1.92
0.8148;13.4;1.92
0.8152;13.4;1.92
0.8156;13.4;1.92
0.816;13.4;1.92
0.8164;13.4;1.84
0.8168;13.4;1.84
0.8172;13.4;1.76
0.8176;13.4;1.76
0.818;13.4;1.68
0.8184;13.4;1.68
0.8188;13.4;1.6
0.8192;13.4;1.6
0.8196;13.4;1.52
0.82;13.4;1.44
0.8204;13.4;1.36
0.8208;13.4;1.28
0.8212;13.4;1.12
0.8216;13.4;1.04
0.822;13.4;0.96
0.8224;13.6;0.64
0.8228;13.4;0.48
0.8232;13.6;0.16
0.8236;13.6;-0.32
0.824;13.4;-0.96
0.8244;13.6;-1.84
0.8248;13.6;-2.64
0.8252;13.6;-2.96
0.8256;13.6;-2.88
0.826;13.6;-2.8
0.8264;13.6;-2.88
0.8268;13.6;-3.2
0.8272;13.6;-3.28
0.8276;13.6;-3.04
0.828;13.6;-3.04
0.8284;13.6;-2.96
0.8288;13.6;-2.8
0.8292;13.6;-2.72
0.8296;13.6;-2.56
0.83;13.6;-2.48
0.8304;13.6;-2.32
0.8308;13.6;-2.16
0.8312;13.6;-2.08
0.8316;13.6;-1.92
0.832;13.6;-1.76
0.8324;13.6;-1.68
0.8328;13.6;-1.6
0.8332;13.6;-1.44
0.8336;13.6;-1.36
0.834;13.6;-1.36
0.8344;13.6;-1.2
0.8348;13.6;-1.12
0.8352;13.6;-1.04
0.8356;13.6;-0.96
0.836;13.6;-0.88
0.8364;13.6;-0.8
0.8368;13.6;-0.72
0.8372;13.6;-0.64
0.8376;13.6;-0.48
0.838;13.8;-0.4
0.8384;13.8;-0.4
0.8388;13.8;-0.32
0.8392;13.6;-0.24
0.8396;13.8;-0.16
0.84;13.8;-0.16
0.8404;13.8;-0.08
0.8408;13.8;-0.08
0.8412;13.8;0
0.8416;13.8;0.08
0.842;13.8;0.16
0.8424;13.8;0.16
0.8428;13.8;0.24
0.8432;13.8;0.24
0.8436;13.8;0.32
0.844;13.8;0.4
0.8444;13.8;0.4
0.8448;13.8;0.4
